date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2014-01-23 00:20:49,ciphermao,,0,0,0,"Luo Qiuhang’s Former Residence 羅秋航故居 - Hehu Round House (The Crane Lake Villa; New Crane Lake… http://instagram.com/p/jaXpELlfyQ/",,,,426147473607131136,https://twitter.com/ciphermao/status/426147473607131136
2014-01-23 00:20:38,ciphermao,,0,0,0,"Luo Qiuhang’s Former Residence 羅秋航故居 - Hehu Round House (The Crane Lake Villa; New Crane Lake… http://instagram.com/p/jaXgIilfyF/",,,,426147424907042816,https://twitter.com/ciphermao/status/426147424907042816
2014-01-23 00:20:19,ciphermao,,0,0,0,"Luo Qiuhang’s Former Residence 羅秋航故居 - Hehu Round House (The Crane Lake Villa; New Crane Lake… http://instagram.com/p/jaXSDGFfxq/",,,,426147345957683200,https://twitter.com/ciphermao/status/426147345957683200
2014-01-23 00:20:06,ciphermao,,0,0,0,"Luo Qiuhang’s Former Residence 羅秋航故居 - Hehu Round House (The Crane Lake Villa; New Crane Lake… http://instagram.com/p/jaWkJRlfwp/",,,,426147293822455808,https://twitter.com/ciphermao/status/426147293822455808
2014-01-23 00:19:56,ciphermao,,0,0,0,"Luo Qiuhang’s Former Residence 羅秋航故居 - Hehu Round House (The Crane Lake Villa; New Crane Lake… http://instagram.com/p/jaWYgtlfwZ/",,,,426147251707465728,https://twitter.com/ciphermao/status/426147251707465728
2014-01-23 00:19:28,ciphermao,,0,0,0,"Side Yard 側院 - Hehu Round House (The Crane Lake Villa; New Crane Lake Residency) 鶴湖新居 - Shenzhen… http://instagram.com/p/jaWO9AFfwR/",,,,426147133071560704,https://twitter.com/ciphermao/status/426147133071560704
2014-01-23 00:19:13,ciphermao,,0,0,0,"Side Yard 側院 - Hehu Round House (The Crane Lake Villa; New Crane Lake Residency) 鶴湖新居 - Shenzhen… http://instagram.com/p/jaWJmaFfwL/",,,,426147071142666240,https://twitter.com/ciphermao/status/426147071142666240
2014-01-23 00:18:58,ciphermao,,0,0,0,"Side Yard 側院 - Hehu Round House (The Crane Lake Villa; New Crane Lake Residency) 鶴湖新居 - Shenzhen… http://instagram.com/p/jaWDYQFfwG/",,,,426147008123260928,https://twitter.com/ciphermao/status/426147008123260928
2014-01-23 00:18:30,ciphermao,,0,0,0,"Side Yard 側院 - Hehu Round House (The Crane Lake Villa; New Crane Lake Residency) 鶴湖新居 - Shenzhen… http://instagram.com/p/jaV6wUFf_6/",,,,426146891379015681,https://twitter.com/ciphermao/status/426146891379015681
2014-01-23 00:18:07,ciphermao,,0,0,0,"Side Yard 側院 - Hehu Round House (The Crane Lake Villa; New Crane Lake Residency) 鶴湖新居 - Shenzhen… http://instagram.com/p/jaV0V_Ff_t/",,,,426146793731407872,https://twitter.com/ciphermao/status/426146793731407872
2014-01-23 00:17:35,ciphermao,,0,0,0,"Side Yard 側院 - Hehu Round House (The Crane Lake Villa; New Crane Lake Residency) 鶴湖新居 - Shenzhen… http://instagram.com/p/jaVnT_lf_f/",,,,426146660600016898,https://twitter.com/ciphermao/status/426146660600016898
2014-01-23 00:17:17,ciphermao,,0,0,0,"Side Yard 側院 - Hehu Round House (The Crane Lake Villa; New Crane Lake Residency) 鶴湖新居 - Shenzhen… http://instagram.com/p/jaVbjrlf_O/",,,,426146581499621376,https://twitter.com/ciphermao/status/426146581499621376
2014-01-23 00:17:01,ciphermao,,0,0,0,"Ancient Well (Side Yard) 古井（側院） - Hehu Round House (The Crane Lake Villa; New Crane Lake Residency)… http://instagram.com/p/jaVQZRFf_C/",,,,426146517624573952,https://twitter.com/ciphermao/status/426146517624573952
2014-01-23 00:16:44,ciphermao,,0,0,0,"Side Yard 側院 - Hehu Round House (The Crane Lake Villa; New Crane Lake Residency) 鶴湖新居 - Shenzhen… http://instagram.com/p/jaUzu8Ff-e/",,,,426146445507690496,https://twitter.com/ciphermao/status/426146445507690496
2014-01-23 00:16:30,ciphermao,,0,0,0,"The Periodical Market at Longgang (Longgang Market) 龍崗墟市 - Hehu Round House (The Crane Lake Villa; New… http://instagram.com/p/jYvSkolf4H/",,,,426146384564482048,https://twitter.com/ciphermao/status/426146384564482048
2014-01-23 00:15:00,ciphermao,,0,0,0,"The Periodical Market at Longgang (Longgang Market) 龍崗墟市 - Hehu Round House (The Crane Lake Villa; New… http://instagram.com/p/jYvMSAlf4C/",,,,426146007249076224,https://twitter.com/ciphermao/status/426146007249076224
2014-01-22 18:19:46,LeraDubrovina,,0,0,0,"I'm at The Upper House 奕居 (Central) http://4sq.com/1kYt3kx",,,,426056612449898496,https://twitter.com/LeraDubrovina/status/426056612449898496
2014-01-22 13:08:42,NouraAldeg,,0,0,0,"I'm at The Steak House Winebar + Grill w/ @saraaldeg @aljoharaamd http://4sq.com/1hiyIMx",,@saraaldeg @aljoharaamd,,425978329238634496,https://twitter.com/NouraAldeg/status/425978329238634496
2014-01-22 12:27:08,hkphotobox,,0,0,0,"Running Man in the house!! #金鐘國 #kimjongkook #ponyhk @Watermark http://instagram.com/p/jeJn62N5TZ/",,@Watermark,#金鐘國 #kimjongkook #ponyhk,425967867302260736,https://twitter.com/hkphotobox/status/425967867302260736
2014-01-22 11:36:27,imjoandoctor,,0,1,0,"RT @DanieldBassist: Construction of DJ's house, it will be finish on March. Same village sila ni Kath diba? Hihi. pic.twitter.com/HUfBFudsM0",,@DanieldBassist,,425955112461160448,https://twitter.com/imjoandoctor/status/425955112461160448
2014-01-22 11:11:51,bobbynzc,OhSengie,0,0,0,"@OhSengie rebel. in the house",,@OhSengie,,425948923241304064,https://twitter.com/bobbynzc/status/425948923241304064
2014-01-22 10:18:06,ciphermao,,0,0,0,"The Periodical Market at Longgang (Longgang Market) 龍崗墟市 - Hehu Round House (The Crane Lake Villa; New… http://instagram.com/p/jYvGvLFf37/",,,,425935397466935296,https://twitter.com/ciphermao/status/425935397466935296
2014-01-22 10:17:09,ciphermao,,0,0,0,"The Periodical Market at Longgang (Longgang Market) 龍崗墟市 - Hehu Round House (The Crane Lake Villa; New… http://instagram.com/p/jYvByDFf32/",,,,425935157783461888,https://twitter.com/ciphermao/status/425935157783461888
2014-01-22 10:16:57,ciphermao,,0,0,0,"The Periodical Market at Longgang (Longgang Market) 龍崗墟市 - Hehu Round House (The Crane Lake Villa; New… http://instagram.com/p/jYu7oMlf3z/",,,,425935104528375808,https://twitter.com/ciphermao/status/425935104528375808
2014-01-22 10:16:45,ciphermao,,0,0,0,"The Periodical Market at Longgang (Longgang Market) 龍崗墟市 - Hehu Round House (The Crane Lake Villa; New… http://instagram.com/p/jYux01lf3s/",,,,425935056419692544,https://twitter.com/ciphermao/status/425935056419692544
2014-01-22 10:16:32,ciphermao,,0,0,0,"The Periodical Market at Longgang (Longgang Market) 龍崗墟市 - Hehu Round House (The Crane Lake Villa; New… http://instagram.com/p/jYuqGElf3m/",,,,425935000681607168,https://twitter.com/ciphermao/status/425935000681607168
